1	2	-12.708798	-32.506594	0.760177	11.026919	3.247058	-37.309805	-14.749777	8.360794	-16.804326	7.834257	6.481434	7.116024	6.872246	2.257930	-20.620816	7.637500	-4.012946	8.241201	-10.831595	-10.915633	-2.862292	-0.572259	5.254434	18.024622	6.958409	-27.640085	-5.435608	12.878700	3.688364	1.864782	4.933599	-2.522023	-8.596984	-4.532352	6.872246	2.257930	14.130716	-2.651713	5.582566	8.241201	10.450901	5.132100	3.207967	5.878522
3	2	6.853111	20.878112	7.409315	-15.791107	-3.338096	16.375087	8.246459	3.129100	6.997974	-1.239147	-6.603687	-5.000194	6.893210	7.038439	8.218284	0.456948	7.069582	4.416783	9.393882	6.491515	5.683781	7.040605	-11.345898	-38.404942	5.092759	11.229697	5.044622	-40.197388	-18.197110	8.414363	-11.160546	6.235008	9.601624	5.873398	6.893210	7.038439	-20.296904	6.943969	-4.661611	4.416783	-18.572690	-11.729823	-0.821387	1.003935
4	2	9.137818	22.037568	7.001877	-20.411369	-2.643472	7.937547	4.381426	0.225276	2.018329	-5.090973	-12.499278	-2.836322	6.724084	4.618754	12.987160	-4.066594	5.695146	7.428504	10.184760	6.859458	7.293930	7.776772	3.859123	-13.658201	5.265373	-0.911733	7.568230	-33.490985	-2.893633	5.990693	-17.937473	7.427614	6.915707	6.364583	6.724084	4.618754	-11.482874	5.371858	2.266805	7.428504	-7.737258	5.848646	7.242766	6.209852
5	2	-8.602394	-32.855984	4.219607	14.787137	7.082473	-26.615130	-22.039272	7.597275	-14.199956	8.391191	8.606363	7.409934	5.947826	5.156039	-24.275137	4.524518	-0.475057	8.069281	-13.557056	-10.166748	4.430231	2.403802	6.644793	23.906052	7.289539	-27.894568	-2.681917	21.115959	7.998587	3.820193	6.843636	-3.840019	-8.034409	-5.354193	5.947826	5.156039	12.674841	-6.329216	7.345647	8.069281	9.211711	6.042541	8.072952	7.920188
7	2	-7.926751	-31.974250	4.016103	11.873054	4.558430	-29.237753	-19.721224	6.437532	-11.074346	4.460663	5.570591	6.511955	8.145301	6.723450	-19.110727	5.282106	-5.436529	4.291722	-18.671361	-11.372184	4.776640	-1.512503	7.282846	16.404023	6.686902	-26.738842	-6.789582	15.235543	4.462841	0.956766	7.147933	-4.854325	-12.331123	-3.987079	8.145301	6.723450	9.106068	-7.001616	4.211240	4.291722	8.497240	6.032955	6.363802	5.026470
8	2	9.119023	21.431271	9.192423	-17.963295	-4.018202	14.737785	3.537953	-1.685363	7.047093	-3.070878	-8.304524	-3.906075	4.296161	7.568183	11.703032	-4.961179	4.880613	8.278873	9.844951	7.960253	6.298874	5.961014	-5.529569	-29.418891	6.013610	11.895195	6.337443	-24.536860	-21.165939	4.465187	-15.237728	9.099799	6.216199	6.441231	4.296161	7.568183	-20.102577	5.724711	-1.601586	8.278873	-20.175596	-9.761986	-0.118267	2.641578
9	2	-3.507924	-26.477410	0.381133	16.430831	7.339502	-27.651087	-24.957337	7.109098	-9.761892	5.757367	2.981647	6.801746	6.371419	6.696832	-22.027986	6.084767	-5.831106	4.762788	-15.399954	-3.149357	1.519317	4.907301	7.581656	22.584165	6.596902	-16.443559	-0.446554	15.792340	1.224036	2.743761	6.207073	-6.252819	-11.195325	-5.387924	6.371419	6.696832	13.753763	-6.736244	5.303545	4.762788	8.785491	7.111667	6.643073	8.364752
10	2	2.705448	13.793832	5.071742	-14.102563	-5.389683	13.377593	2.055880	0.679925	3.636729	-1.354800	-9.865637	-2.520114	6.756581	7.818531	8.769897	-5.112234	6.244141	5.537899	8.325569	3.154014	4.394074	4.456480	-11.170304	-42.344411	0.841906	16.292122	6.713501	-27.651223	-20.715122	5.338237	-18.987918	7.273040	9.137123	7.823741	6.756581	7.818531	-16.490409	7.220270	-6.488667	5.537899	-19.170604	-10.313147	-0.648970	-2.069529
11	2	-3.262289	-40.858629	4.655764	12.720057	3.392126	-35.408755	-17.403003	8.442808	-13.865149	6.956176	8.730111	6.710072	7.153039	6.085224	-18.558374	4.826267	-4.216022	4.649636	-15.788598	-13.338951	0.936722	0.927020	3.099036	17.589456	5.952726	-23.987101	-6.984850	15.981725	6.770868	5.117922	5.004223	-5.569698	-8.035985	-4.583708	7.153039	6.085224	12.495461	-6.610792	7.308417	4.649636	8.977171	5.317767	6.556455	6.576497
12	2	-12.164823	-49.493191	3.233870	15.700068	6.731251	-27.698442	-15.629009	8.114614	-16.712322	5.628409	2.871369	7.143720	9.172360	6.351549	-17.280969	6.060255	-4.304670	5.206481	-10.676896	-12.251135	2.559174	2.520422	3.753873	14.585246	7.110448	-24.246936	-3.885628	15.750558	6.655699	3.480167	4.327406	-2.585884	-14.657126	-0.261349	9.172360	6.351549	14.370363	-4.971491	7.457265	5.206481	8.911846	6.258326	8.051651	6.790974
13	2	5.299741	18.275513	6.407236	-27.547269	-4.862247	18.260308	3.038622	-2.331680	5.052680	-3.817493	-12.218896	-5.077158	7.648453	6.273726	13.382415	-6.213188	5.449017	5.900068	10.632934	8.084977	5.530216	9.274186	1.680645	-18.875838	0.178437	11.287969	6.182419	-9.580198	-4.890271	4.102101	-8.196631	7.807915	5.277032	4.357687	7.648453	6.273726	-12.021342	3.531591	3.470573	5.900068	-16.025687	-0.144692	-0.415949	5.956149
14	2	6.755359	21.634652	4.679020	-28.552361	-2.230597	22.175745	7.569933	1.030057	6.696189	-5.732078	-12.752204	-6.041080	6.902383	2.929000	14.454026	-6.722734	6.227870	3.335679	7.430965	8.144343	7.035520	6.680545	-4.131183	-38.751945	-0.747474	15.544341	6.579142	-25.103873	-15.143842	7.613205	-11.678425	7.297874	3.886411	6.587330	6.902383	2.929000	-11.691525	5.627821	-3.320535	3.335679	-18.566703	-6.979398	1.306707	2.828205
15	2	6.013684	18.407881	9.339331	-21.439561	-4.433906	16.282022	9.805488	0.708554	9.342041	-2.331196	-9.787489	-4.765297	8.020107	1.406745	13.493346	-8.470304	6.941800	4.924526	10.553791	7.993039	7.917181	6.155270	-12.762854	-35.994838	4.024109	16.456907	7.664649	-34.465401	-19.305675	7.252075	-13.745940	3.898189	5.483451	5.945844	8.020107	1.406745	-17.067972	4.533920	-4.417661	4.924526	-18.086492	-8.322673	1.847087	1.581952
