2	1	-7.601248	-36.098997	1.023071	9.540513	7.598328	-43.083968	-27.784083	6.484454	-9.800214	3.817671	6.331756	6.733112	2.988057	8.408985	-23.138546	5.579267	-4.913827	8.797483	-14.997693	-2.634263	1.318549	-4.981273
18	1	-12.642998	-29.004917	1.520530	10.064271	7.687263	-42.257672	-16.528672	6.246557	-15.102999	8.036185	6.715704	6.206780	5.476215	7.985696	-18.405014	6.116648	-4.677547	9.453968	-15.754996	-13.143677	1.720295	0.965549
28	1	-7.215929	-26.762141	5.054236	8.290601	6.215879	-37.279386	-16.753239	6.027915	-5.527764	7.229210	7.215044	5.390131	6.771445	5.676047	-16.751810	6.863437	-5.693613	8.177098	-17.291782	-9.048767	0.709838	-2.455442
50	1	-4.048927	-35.953080	2.632353	12.490171	4.386549	-34.117299	-24.251405	7.552270	-17.460117	6.329527	7.978186	6.252256	7.570665	8.193499	-28.722780	6.534138	-2.754839	7.907857	-16.504089	-5.442969	1.376283	3.197956
75	1	-9.071957	-48.682902	0.479328	16.138452	6.977038	-26.966723	-21.358630	5.788487	-12.081981	7.021937	6.327443	6.152755	7.744503	8.175622	-19.217067	6.291909	-3.890772	1.858262	-20.028120	-11.084067	1.936838	0.515926
96	1	-2.426520	-41.386186	0.266345	14.144985	2.889079	-27.981383	-22.407999	8.379914	-10.550703	4.657500	8.374816	7.334527	7.572260	5.431323	-14.216583	5.295134	-1.349829	2.288801	-12.258616	-11.107226	2.643105	-4.465156
