16	2	7.240466	-5.714546	9.657241	7.372103	6.773606	-4.860746	-13.856800	5.917886	7.140540	7.419939	-0.151430	8.061510	5.185736	-8.236114	4.045792	-4.470434	4.560925	1.029241	-3.199779	4.487347	7.240466	2.530422	1.939227	0.874244	-1.130647	5.833309	5.419435	-0.537770	0.616861	1.667493	6.102306	2.131077	-0.332822	2.528265	1.561697	3.477606	5.748905	2.650139	5.753331	-7.691069
18	2	6.331160	4.767037	1.259920	2.780062	-7.240287	3.160918	-4.499112	6.780170	3.471183	6.946110	3.617418	6.361962	5.967602	6.807417	1.275120	2.587916	1.358102	1.889087	9.157380	-8.596434	6.331160	4.945539	-5.173557	-2.522678	-12.381733	6.080378	15.275091	1.142337	-2.683546	2.721739	6.283650	1.418737	-0.317525	8.029452	1.164878	8.162924	7.543436	5.880160	9.158087	-8.596867
19	2	3.687385	-9.694240	9.104620	6.953176	5.290195	-2.291065	-25.680789	5.305482	6.545195	5.381289	0.195320	6.712129	5.310754	-4.207017	8.535600	-3.299496	-0.461323	0.029224	-5.314842	2.854387	3.687385	2.242521	1.323820	-4.931159	-6.709211	7.456527	14.286969	0.417267	-0.036046	-0.621491	6.685481	1.100671	0.457609	2.575778	3.916324	7.351326	4.272326	5.959915	5.685815	-0.997069
20	2	6.541675	4.065779	-0.566628	-4.303833	-5.204699	3.439879	14.842341	4.355142	4.698205	0.325762	7.487449	3.849160	-0.313879	6.110657	-0.980281	4.121055	7.404587	6.716369	6.145522	-2.196591	6.541675	-8.562622	5.935664	6.634986	5.839104	-8.892491	-13.883239	5.303907	7.990386	6.868194	2.917599	9.304208	6.205795	-1.325166	3.414340	-3.693140	1.384521	4.842917	-3.555054	6.765985
23	2	7.320828	-3.509960	5.387805	6.859122	6.220949	-1.415716	-18.428916	6.098635	8.053193	4.647400	6.180536	5.028336	5.478489	-2.324343	7.619953	-6.239558	7.032590	3.923869	-5.916836	6.530629	7.320828	-0.109314	1.095373	2.057098	4.677446	4.464618	4.905131	0.449537	3.154041	-1.372065	8.013575	-1.002435	-0.533079	6.803309	2.965494	-1.030687	7.036635	7.051793	-0.685769	6.326313
29	2	7.980980	1.817212	-2.673236	6.354850	3.593796	1.161040	-13.815552	5.374035	6.498188	6.756156	0.805489	6.375488	7.746724	-6.532996	5.585336	-0.226836	2.078178	1.134835	6.436528	-6.262338	7.980980	7.566824	-8.565518	-4.036312	-4.021456	6.902610	13.476109	-0.722143	0.622286	0.205769	5.208833	1.013831	1.244646	2.136567	3.853028	8.891779	6.523744	5.344636	6.436658	-6.280338
32	2	6.666884	-7.430165	5.442800	8.367666	6.331035	-3.455184	-18.159010	7.198546	5.015384	5.860356	-1.180037	5.715279	6.027202	-0.120337	7.193015	-3.773282	0.947237	3.408313	-1.336071	6.599130	6.666884	4.278320	0.084787	-2.724247	-7.175216	5.076677	13.641063	4.113337	0.281399	2.623386	3.730539	-0.748627	0.816664	5.676285	1.122866	7.614772	4.155519	3.409441	6.052496	-3.121155
33	2	6.763918	1.406714	2.279501	-8.047839	-0.486720	6.057058	10.616881	0.575332	2.041522	-2.430586	6.386446	3.890346	-0.720816	3.417787	6.611618	6.828914	5.917429	7.422768	-1.761944	4.604868	6.763918	-2.982102	8.400536	2.376557	6.017872	-3.411951	-12.178560	6.083236	6.787916	4.128189	0.446740	8.222158	5.123763	0.240396	7.969787	-2.286709	1.780737	5.732929	-6.078077	6.162972
36	2	8.475479	5.979327	-1.805252	-5.190505	-8.011844	7.352626	14.432840	-3.111053	1.192167	2.073706	5.743736	1.601942	1.244074	3.111707	2.513445	6.417439	6.190325	6.263168	6.737533	-4.993264	8.475479	2.628622	1.608147	-0.480675	-0.341130	0.991391	-8.200117	3.378232	6.896939	6.886534	1.350046	7.446967	7.761076	-9.211226	5.233712	2.107061	0.424584	1.115192	6.737527	-4.993261
39	2	6.722862	5.391259	-2.769396	-3.766658	-9.117138	6.827136	11.623631	-2.439593	-2.188708	0.791294	4.119386	1.720611	0.698972	5.588887	0.913761	5.857820	0.178581	7.309422	2.914097	1.976086	6.722862	-5.796041	5.720521	6.255002	6.581343	-3.492271	-15.055428	3.881383	4.318835	6.040844	1.315376	8.094977	7.182833	-1.900872	6.798133	-1.640276	-0.150266	3.796395	-5.402886	7.841093
42	2	5.809565	5.884140	-3.855830	-1.144074	-9.841668	7.498634	13.540658	-0.030658	1.378521	1.932819	5.899582	1.812299	-0.795158	8.104273	4.964545	6.810687	5.755192	8.373425	8.796507	-6.259217	5.809565	1.177522	6.625693	5.454375	-0.465421	1.541794	-5.889660	6.602283	7.081713	8.472800	1.174644	7.359065	5.473604	-1.027261	8.338328	3.238735	2.795444	5.351414	7.344717	-3.504774
44	2	6.127528	-10.648671	6.532236	6.571170	8.018344	-2.576413	-19.636070	8.148879	6.910382	7.904117	-2.120969	7.402909	7.920463	-3.768538	2.901182	-5.213381	-0.712708	2.599323	-3.779938	7.024674	6.127528	1.925938	1.727124	0.706825	-3.692115	7.061863	10.514640	3.977497	4.866476	1.445037	4.227084	1.713994	2.241715	6.423082	1.968391	7.298016	-0.436565	6.274105	6.317308	-1.963201
45	2	4.272090	-10.385738	4.292159	7.214664	6.257051	-6.761040	-20.734135	2.071351	8.005353	6.363274	1.050160	8.485025	4.815339	-5.043610	5.984927	-2.142189	0.260762	4.447847	-3.718578	7.479958	4.272090	1.048054	-1.779928	4.416071	-7.438518	5.507278	7.456730	-3.821918	2.174119	4.105254	6.528992	2.873998	-0.359027	2.094520	5.914229	6.266272	4.842935	8.530864	5.114915	0.515026
46	2	6.130915	-6.763495	8.695432	9.150943	7.471313	-1.751091	-18.863155	8.622629	4.170558	5.789018	1.255227	8.628762	7.260879	-1.641087	5.862202	-2.858180	1.699472	2.723700	-7.212861	6.134533	6.130915	6.374122	-3.861253	0.416950	-9.398211	7.997473	15.393196	4.083115	-1.192284	-0.665793	7.219404	3.926457	3.376949	6.486430	0.941073	6.974826	6.439632	6.498666	4.757632	-4.144345
47	2	7.734776	-2.891399	7.015528	7.071443	6.076725	-1.702666	-30.641135	6.965333	5.891016	7.701393	2.152247	6.798535	5.410630	-2.534189	7.041342	-2.363138	2.456089	1.570323	-4.722210	7.635508	7.734776	5.087202	-5.997345	0.231271	-6.066188	8.271201	10.949925	1.129065	-0.743545	3.078401	5.593746	3.609058	2.629949	8.215525	1.962664	6.380391	7.721237	6.338703	7.501260	-4.207897
49	2	2.000764	-6.095592	6.923376	6.705714	6.611720	-4.770384	-7.651429	2.639925	6.753264	7.375640	3.440347	7.565892	6.797088	-6.324990	7.717014	-4.464545	8.651011	4.809483	-4.254664	6.253852	2.000764	4.634109	-4.823652	-3.854470	-7.856893	6.596647	16.106057	-3.141442	1.426879	1.067352	7.301590	1.712240	2.276970	5.974256	4.376420	6.978091	8.830068	7.282558	5.517632	-4.968165
53	2	5.090369	-0.184561	-0.852281	-1.512463	1.629522	2.936639	5.526248	-0.370850	-0.586068	-2.323897	6.841784	1.342918	0.719016	6.823381	3.414185	-4.460784	5.726224	4.156176	-5.106551	5.351719	5.090369	-4.426167	4.669599	2.781632	7.311795	-4.412588	-12.393929	5.955573	5.422732	3.720233	2.184322	4.821533	6.974235	2.429366	7.102204	-4.814276	-0.236940	3.761840	-6.059846	5.980336
55	2	7.750232	5.874792	-3.328515	-4.577977	-2.057272	6.502469	12.420830	-0.632051	3.756231	2.445284	6.228102	0.463922	2.894479	6.039228	3.983307	6.752193	7.332408	6.843369	7.276599	-2.719116	7.750232	-5.019188	8.693479	6.935917	8.611157	-0.409350	-23.938660	5.406559	9.549627	7.013386	0.612567	5.967726	6.675156	-3.813521	7.900039	-0.229216	3.034097	3.847818	-2.808985	9.233849
57	2	6.659357	-5.281355	6.669242	6.087132	5.995994	-8.180876	-16.903768	5.972387	4.618393	8.016245	-3.946453	7.017957	6.826879	-1.419697	2.667273	-4.803359	0.875314	1.281360	-9.109519	3.424132	6.659357	5.408359	-5.302204	-3.241776	-4.698810	3.178256	9.111006	0.680730	-0.260060	2.665153	1.399551	1.049276	0.860559	5.248158	1.195543	4.018126	0.875308	5.669864	3.992563	-8.615632
59	2	7.314644	4.260774	-0.602798	-5.956838	-7.544798	6.416055	12.269185	-0.575193	-0.670133	4.447301	6.928340	3.319809	0.828642	4.965017	-1.459140	6.437869	7.265758	6.909821	7.030348	-6.243770	7.314644	-6.172391	6.157178	3.301303	5.309476	-2.348907	-11.114759	5.344372	3.419542	7.228449	0.878101	7.448175	6.413961	-1.788154	0.582010	-6.014487	5.108217	3.214427	-3.859740	6.624219
63	2	4.329351	-7.987292	6.234351	6.801488	7.939564	-5.049788	-23.933444	5.283328	7.097424	5.393815	1.698127	6.931333	7.551684	-4.440899	8.749411	0.322937	6.065581	0.994306	-4.296704	6.434476	4.329351	2.212575	-1.666726	-1.267066	-2.915671	6.988309	6.184335	-0.225683	4.149066	1.041096	3.567103	0.689193	2.883509	6.665409	8.023888	8.908475	6.267812	5.708321	6.413024	-5.121768
65	2	5.109435	0.812815	0.054399	-3.439729	-0.992482	4.228769	11.886943	0.906289	2.290824	3.841078	5.213989	1.121771	2.068354	7.431953	2.245552	7.753319	6.296674	9.515977	2.097320	0.526830	5.109435	-3.353318	6.306797	1.749380	5.404279	-4.645879	-7.099502	6.771842	6.711963	9.367013	-0.209703	6.093856	6.161775	3.013223	5.957970	-4.392383	1.071149	6.307770	0.501309	0.838224
66	2	6.000420	0.912948	0.694384	-3.041464	-6.780934	5.225552	11.437053	-0.214179	-0.246939	2.139589	5.383389	1.829364	-0.099989	6.894448	1.863127	8.188660	5.509257	8.842611	-3.446005	7.155463	6.000420	2.162669	0.291968	-5.261199	-11.809506	5.225552	18.158130	-0.226032	-0.246939	2.139589	5.383389	1.829345	-0.099989	6.908473	1.863127	8.188660	5.509257	8.842611	5.314408	2.313155
67	2	8.751720	-3.628941	6.797218	8.338860	4.194749	-3.508468	-12.914346	6.631665	1.476898	3.841158	-1.009874	5.905555	2.044307	-0.000907	0.257885	-3.370946	0.190567	6.911674	-4.704874	6.206914	8.751720	6.361483	-2.125324	-2.341382	-7.633273	6.666621	10.209489	1.707368	-4.825331	-0.509964	4.643930	-0.157294	-4.542070	8.312979	0.226459	5.520167	0.663032	7.250815	6.652138	-5.524603
68	2	1.426151	-9.993924	5.569532	5.381935	5.739167	-6.586582	-26.358750	5.912735	6.312037	7.212506	-0.402784	8.449488	8.763793	0.740639	5.886100	-0.972790	0.234052	0.339840	-4.755519	5.695090	1.426151	2.357176	-1.702156	-4.004045	-2.679676	5.700637	7.116432	-0.259330	0.407803	1.730652	5.646266	3.099894	2.606856	5.747422	5.002382	6.719444	5.631830	0.468087	4.810047	-1.369805
70	2	7.201588	3.955748	-1.868336	-5.815389	-2.868035	7.325531	16.781249	0.253785	1.826331	0.449486	6.166976	-2.926215	1.697252	5.661157	0.714912	7.912225	8.907364	5.066469	6.556038	-0.267333	7.201588	-4.897561	7.811387	6.016715	8.902402	-5.202646	-21.339969	6.407540	7.575953	6.283158	4.258340	3.205376	7.906008	-1.260271	5.843540	-3.064593	8.883472	1.137041	-4.475306	8.180097
71	2	7.709111	8.612951	-8.957132	-6.378445	-10.582449	3.084766	14.884899	0.653456	-1.521238	-0.360953	7.130502	-0.462246	1.190740	6.600941	1.577703	6.218322	4.045190	6.592989	6.982424	-7.042634	7.709111	8.483048	-2.900979	0.242584	-4.819140	-3.215539	-4.414928	5.615363	3.748803	4.547201	1.333148	5.988239	6.977343	4.388625	6.970526	5.934949	-0.878815	2.126428	6.982424	-7.040983
75	2	4.739696	2.453064	-2.209759	-0.793451	-6.379876	5.432351	13.967886	-0.304922	1.910255	-0.816911	6.185642	3.091985	2.887445	7.877806	1.134328	7.260562	8.630833	8.014512	4.881507	1.150085	4.739696	-10.523408	6.168834	6.643025	5.971045	-2.632760	-19.077000	5.732088	6.564019	4.176195	1.778911	7.411376	8.908371	-1.948797	6.126693	-2.312764	6.299920	8.009750	-5.532380	8.706080
77	2	6.577755	-10.616205	6.904578	7.699352	8.001849	-9.357223	-21.020805	5.136991	4.019397	7.315915	2.589658	8.205380	2.455572	-5.953581	6.703122	-3.794671	5.066595	0.423432	-4.893183	8.461821	6.577755	2.897836	-3.976914	-0.728920	-5.832871	2.564594	16.452539	-0.957217	0.664299	1.284929	7.442554	1.851369	-2.317560	4.662735	3.814408	1.064956	8.011430	6.874451	6.136743	2.334978
78	2	4.773548	7.076288	-4.142309	-0.723736	-12.030958	6.562990	13.373362	0.436597	0.499334	-0.707472	4.796234	1.599530	-0.375675	6.334424	2.670792	4.477529	3.706668	6.772450	6.499923	-2.716885	4.773548	-3.951570	7.702893	6.872594	2.454932	-4.993688	-6.135351	6.153528	6.174567	3.013289	1.367288	8.005604	5.863996	-2.029629	6.094588	-3.052170	3.467499	6.772396	-5.614249	7.886483
80	2	6.106710	-9.769693	7.369185	6.166344	4.579023	-4.324758	-29.110575	7.322551	7.362855	4.989297	-3.917030	6.673568	5.727035	-2.870763	8.408610	-5.016341	2.012393	3.945333	-2.345759	9.084807	6.106710	2.845687	-1.330170	-1.874434	-6.120650	7.235058	11.393104	1.717095	0.828220	-1.313215	1.571110	0.829990	-0.566165	6.971975	2.993294	6.707505	3.342297	5.221959	6.120633	-0.777763
81	2	5.186689	7.418110	-4.937610	1.079192	-14.274751	6.751577	15.996131	1.683153	-0.031160	2.391170	6.328414	1.684137	2.869904	4.904534	4.718485	4.484159	6.618118	8.853652	7.443643	-3.873326	5.186689	6.544625	0.823005	6.404644	-8.973876	3.254554	-8.305590	8.288598	5.771601	7.895155	0.516935	5.565174	5.259070	1.740029	7.195728	3.761078	0.873126	6.303277	7.441381	-3.701052
82	2	5.227732	-6.170317	8.387751	7.266852	2.906157	-5.972699	-12.796944	6.519664	3.447531	4.485419	2.968009	5.256912	6.347466	0.524195	2.500213	-4.863650	1.844881	6.863331	-3.986696	6.143397	5.227732	7.635654	-1.075583	-5.695016	-9.364390	5.167915	6.665896	0.385809	-3.099937	-1.691335	7.005720	0.452420	5.448099	7.485589	-0.406540	6.392975	3.581601	7.729544	6.572400	-2.961201
87	2	7.604316	3.614908	-2.307985	-3.538420	-7.118076	7.942150	11.187840	1.083864	-0.119997	1.024918	5.564167	2.520059	0.650298	2.747986	1.519660	7.908689	5.801871	4.260393	7.329951	-0.664273	7.604316	-6.540919	5.981214	7.496140	8.210512	-0.688472	-26.626561	6.263367	3.359522	6.938597	1.037922	6.461818	6.890117	-3.609528	4.821961	0.943168	3.959054	2.561485	-1.280204	8.815312
89	2	6.871556	3.936103	2.886703	0.417404	-2.941202	0.417251	-6.547355	4.291591	6.706131	6.972450	-2.590990	7.293868	6.169306	2.271408	7.954347	1.223823	-1.389055	0.714548	9.435861	-4.494726	6.871556	-1.924413	9.486232	2.949414	7.405873	-4.740078	-14.137398	4.291591	6.711222	6.972450	-2.590990	7.293868	6.169306	1.764677	7.954347	-4.485118	-1.389055	0.714548	0.574273	6.309047
93	2	6.847646	0.779111	1.515074	-4.640872	-5.279491	4.750513	15.373967	1.863649	0.221913	4.123558	5.789428	2.555619	3.495486	5.549633	2.744114	4.059936	7.675236	6.262753	7.437364	-2.079073	6.847646	-13.862493	8.185717	6.103508	6.826911	-3.943233	-18.846374	6.087315	6.286465	7.175158	1.601456	8.030216	7.303347	-3.326764	7.968821	-8.902148	5.226291	4.675376	0.644841	4.483734
95	2	8.931237	4.416983	-7.437972	-2.233273	-8.224208	7.033830	10.959824	1.929657	1.358547	4.191994	1.248997	0.473117	0.069446	8.316596	3.737148	6.861450	0.800909	7.483775	6.674690	-2.792707	8.931237	-2.132170	5.058364	7.711408	6.484392	-4.328145	-18.235503	6.218583	5.906943	7.342643	-3.959285	6.736254	5.643354	-1.623056	6.327300	-4.273549	0.693799	2.611522	-3.046501	6.559750
96	2	6.780735	3.049412	0.810131	3.008035	-0.668888	1.763950	-18.526738	7.987810	7.084762	8.164096	-1.232831	4.762066	6.962568	6.277376	9.057748	-4.530762	4.566825	3.520983	2.639371	0.947374	6.780735	-4.584285	5.677165	8.678068	6.677725	-4.493759	-29.860276	7.987810	7.084762	8.164100	-1.232831	4.762066	6.962568	0.054421	9.057748	-9.638189	4.566825	3.520983	-6.512889	6.289223
98	2	8.220348	2.053140	4.015438	7.110199	-3.349759	1.486182	-12.480085	6.279822	7.420093	6.847502	-1.020388	7.821871	6.345651	-0.863666	7.010114	-0.996679	1.795564	-0.049384	7.195791	-1.724652	8.220348	7.567552	-2.480690	-3.483559	-14.056717	6.005005	6.520101	1.769335	2.099734	1.221587	4.805110	2.699691	2.061683	7.744456	2.594371	4.631932	2.995072	2.353524	7.284236	-5.960161
99	2	4.257305	-7.994705	7.496394	8.342263	6.536403	-4.744667	-21.719424	7.048507	7.252447	5.234637	-0.312643	7.061002	6.830205	-0.228040	8.881155	-3.186061	1.074647	4.861606	2.706656	-2.350512	4.257305	2.575446	-1.694110	0.785797	-5.359127	6.454923	8.717959	2.786007	1.189814	-1.394336	4.941866	0.865402	2.057515	6.506116	2.574432	4.416335	2.483551	6.541581	8.354505	-5.099483
100	2	8.498905	-3.686574	4.506462	5.636578	9.330957	-5.264812	-25.797050	5.508088	6.973127	8.890538	0.034299	7.553521	7.301719	-2.242502	8.620417	-3.684000	-1.041871	-1.198654	-7.548911	6.104043	8.498905	5.308460	-2.034406	0.983177	-1.625501	0.927073	-16.239809	5.508088	6.973127	8.890527	0.034961	7.553474	7.301719	2.927053	8.620417	1.405484	-1.041871	-1.198654	4.572008	-0.507465
