"Team strength" NSS Bimodality
0.6892911717443351 4 2.31832514831874
0.545935824043121 8 3.145972941358851
0.3474683197483669 10 1.2189225978315879
0.2658616886366625 33 0.13254812308198202
0.671058485747378 14 2.4218002916988524
0.2653959952085856 20 1.0021795675242582
0.2723999187605216 12 2.2862576906423593
0.5133401645933895 4 2.343579909789274
0.47142804827280826 40 0.19422627750756036
0.54043421962149 2 0
0.4150741501354142 8 1.8706260831941777
0.26627946555806026 25 2.02536808683481
0.5573698045453463 4 2.660376041788014
0.4691744294591248 4 2.31986702095477
0.2360554095539866 16 3.683103587120752
0.5235689807921685 16 0.5182697467435678
0.4953781773115323 8 2.1232341155483927
0.7073772263814917 6 1.5024606719916669
0.6757979084282731 4 2.3156343084771818
0.3400583047323785 22 1.3730641187399113
0.6807345751757542 2 0
0.6055558420200868 2 0
0.39717285317732137 10 4.333400122715066
0.5959423304904813 16 0.6296901587936694
0.2943978526971189 11 3.1996311124328014
0.18981708268747116 49 0.08492955786635674
0.40285017598726824 22 3.163802405783078
0.5586757391099095 4 2.3049828225289497
0.6312395120536288 2 0
0.18642283371261026 8 2.9015793448413874
0.3395219324054833 5 1.4288801761728438
0.42248664562386334 15 1.6593933267432353
0.4605804215714095 6 1.4628536704679085
0.6865113795340422 4 2.3047625668744547
0.5523495720156804 4 2.4735250644926854
0.6296160301051991 4 2.327521237512067
0.5730772675284486 8 2.958416133419956
0.1334265973971802 16 0.6811810951529362
0.5040793772264621 15 3.3352908775394607
0.11383610648948428 20 0.44416130344228016
0.2600097465757058 16 0.6297691161485105
0.49482591056075087 8 0.8705236710302392
0.2512726298769767 93 0.05963504915218665
0.4101826912861947 4 2.3459755270355394
0.23575422077267655 2 0
0.4059263727559784 5 1.43825623984897
0.343111928964657 8 3.2307804592642495
0.45328618567428813 4 2.305923498817751
0.6861345070850596 4 2.3
0.5192007453072229 4 2.3096533415374862
0.26355480080006477 5 1.4163452084226649
0.6803928080676686 8 2.9314982447580653
0.6649903687358143 2 0
0.45443749664842553 2 0
0.38760991873802025 6 1.4557043997231605
0.13917622875890856 16 0.8884993649898602
0.1666398110165424 6 1.4665541577161647
0.5019535513637767 6 1.4616532615747204
0.42348017978945834 12 2.146702769465471
0.35888937107329066 23 0.9938513834199023
0.3486236492092215 9 3.357146399026971
0.5234637115624272 8 1.3490151744937242
0.4902696284616272 2 0
0.5292569843365553 15 0.8104693995953574
0.3586053181416144 11 3.208255914252512
0.2341598194985741 2 0
0.6494797915906807 4 2.3128220590682464
0.41130553128831326 6 1.4683400074969153
0.3389342911913798 6 1.4843981778007633
0.4918288010498082 48 0.07599560480893287
0.36851358861973144 16 3.755192595498654
0.35166388207267435 20 3.4422380741936256
0.5018444492034906 23 0.22463838280354734
0.24048469142775886 27 0.673756369571544
0.5454086801254939 17 0.5167018432517612
0.3632752489750174 8 2.901683091349613
0.288453196987836 100 0.17647993177717883
0.5025848231384468 4 2.3316833429074326
0.4826127133710245 26 0.17345836635052075
0.6799290366516187 4 2.329369831025481
0.3810156571842391 10 2.9776843139087465
0.5417160785341064 7 1.962475462776231
0.6087630957356187 2 0
0.6552372186819581 8 3.0241597941689458
0.44328333541280096 14 1.0554287517993697
0.35307078768842476 8 1.0032410847857507
0.34095638737809214 12 3.2890547912927124
0.6933787628663292 4 2.3116752682187918
0.3038390285871693 18 0.44167150892471696
0.5718819772103855 17 2.9120105946753148
0.6418194429787201 4 2.311129388727716
0.39712653184901914 15 0.8342017153904875
0.2154672517512848 6 1.4617206001383634
0.3326546125062108 8 2.2816427969118758
0.5588270058367169 4 2.303632556022041
0.23297462708162908 2 0
0.39055912227103523 2 0
0.7220590783621292 4 2.327245286160199
0.21625553312971724 92 0.0693065542506731
0.6769258124737069 4 2.376543339469386
0.35877891152748576 10 4.30078794989106
0.4766917997839656 16 0.6375695773649823
0.5743712285043034 11 3.3143623430728186
0.4327517906938509 52 0.05676058191211579
0.4952655186587809 2 0
0.21818335688862522 23 0.6760150200887214
0.5190534944104771 12 2.1116539583536333
0.6642699142227522 27 0.15676974722092216
0.3806039458144389 31 0.3967073400789606
0.348027389141977 14 1.3185493262329837
0.821920145845701 14 1.0740795777653875
0.4938418610462401 6 1.469322896823648
0.42013529273328165 8 1.353363176959617
0.6794982351524914 8 2.9283495197419085
0.5993587826480187 2 0
0.5907695216225501 8 2.9483374002393106
0.4802468137835378 11 3.209853002928445
0.26345486778674015 10 4.329457388163143
0.2023205875907497 121 0.024172092653490566
0.6479548109775057 9 0.8756637682471984
0.38108728158901356 10 0.5858153479810146
0.4582427610008256 32 0.4605254446939473
0.26044777749229703 10 1.7237119195895378
0.6858138845445264 8 2.9971488838425326
0.5566023255767985 8 2.9537619957223984
0.16597591364513 8 2.964020884471672
0.39130649678571106 10 4.320226970572586
0.4949178392918742 15 0.7781453446722396
0.26830748497308415 2 0
0.4815917282518844 6 1.4751225907049326
0.47043226540610056 6 1.4649207030993598
0.2657195442894108 6 1.4834600732448961
0.408166490962932 8 2.997810689569889
0.1814548266602328 16 2.41119230274833
0.3617639045403849 6 1.4763496672655072
0.3943905878340034 19 2.24018613292793
0.46905976452849907 10 4.319038994207225
0.5015330593575678 4 2.321290789913468
0.2384759026910151 8 2.26766022990105
0.415644781500828 9 4.084207325580223
0.25025089512095555 19 2.013118286139874
0.7062397068404023 8 2.9053244467083785
0.17393373788074729 38 0.701246190171608
0.47789340576455974 10 4.3817504364993
0.3847279663874383 30 0.19044516662439123
0.5622343724592255 8 3.051964686000019
0.5399651235299762 2 0
0.23533299833506338 8 1.3964388840369837
0.5358715127945959 6 1.4653804174584306
0.7206462730064298 2 0
0.5643073034902427 2 0
0.27984073363140727 2 0
0.4006403859370382 2 0
0.5322443839662054 2 0
0.31066979000466954 23 0.23203884259061375
0.6515028499855575 7 1.9641001931356137
0.32712638307729985 7 1.0267882105739372
0.6367302361743128 16 0.6436964571675161
0.5472939337847089 7 1.2110733913090892
0.46419723381838474 6 1.4799701610461538
0.5546146128268056 49 0.11484746647515093
0.6456081733558036 6 1.5389329241731495
0.6053735052770695 15 1.7994842183091861
0.30373661232028415 6 1.4446683168790053
0.24973431659757672 8 0.6558732763884534
0.45453910515688556 6 1.464515250881748
0.5794180533049611 4 2.336841719460534
0.5765919980964892 87 0.06286127941391702
0.5784564063708006 6 1.4336306686764317
0.1259298584213179 12 3.8269847378853363
0.6216627083649474 4 2.301796676110857
0.28104958147843595 6 1.4647303687688096
0.6202474553155939 2 0
0.5092407857120995 8 2.9100733034482578
0.6982616745956289 2 0
0.6985312738386122 4 2.302682928619366
0.47752641586141165 16 0.7543589102029287
0.5762377333849448 17 3.1289009274858928
0.3743684020913748 10 1.97696900959849
0.3394206859418045 14 2.061826292979707
0.19231812705388363 8 2.944466172369037
0.8279818661770998 6 1.4831471085228114
0.5562179818618973 14 1.02592644659193
0.421478895545251 19 2.5598497190541005
0.30931715744679433 8 3.035509011415928
0.6058049803152181 4 2.3169563463784915
0.4698953833844185 19 1.4580442586612308
0.5211522245982472 4 2.3867004696070024
0.3111132957140746 2 0
0.8903549382716045 26 0.17234795361226454
0.34984509942828584 2 0
0.5402034998603168 26 0.19286671254624424
0.5496311632208757 70 0.07720946513131151
0.46760643109687455 14 1.1106560917660535
0.6007493723397013 4 2.348385095955668
0.4904296906897316 13 3.7577233296606027
0.39888523677755944 4 2.3792841993967797
0.382544800197474 23 0.588782186155476
0.6714995873206142 2 0
0.44879301940601224 10 4.305903829411067
0.2635976800513885 20 2.264241358414379
0.24922930089107442 19 1.2522030895627665
0.5221944054766551 4 3.0702597220761927
0.24706045181348762 24 1.580179509273672
0.4918540789728161 2 0
0.37085747969854016 9 0.661284949533238
0.2523826834603059 24 2.185976092727027
0.43031569129153496 6 1.5420152442231934
0.4512182411425332 10 1.0477708425881165
0.39790395994386046 29 0.14566365036171539
0.3506618867693376 4 2.3016896710375874
0.2014637225546946 6 1.4588964847461068
0.34207941425778643 10 3.534395453305456
0.475054655645668 12 2.288495050994656
0.36048366869762627 10 0.6428865960119711
0.3341385989810275 9 2.7284675239840936
0.20970831993714295 8 2.9389976221982224
0.49507515760365906 12 2.048334020282103
0.10197439296437691 23 2.048701155992391
0.5363393249971313 8 2.934318007328872
0.6165878165228774 4 2.3032641240486313
0.6177196903684297 9 4.440399758326221
0.3881477485278878 16 0.80984464218997
0.5405744547811061 6 1.615626159867572
0.18610759116561282 6 1.5464242292354584
0.4967119463166665 12 2.189169552312581
0.47289726905311547 14 3.8109089786505566
0.6024654531886741 8 2.5058739691552923
0.29290685819906565 2 0
0.42685525670377744 14 1.0494793734632744
0.32881850520169154 16 1.9821664589999919
0.44084202035277154 2 0
0.21027613510059556 21 2.6867197218704475
0.4617120742821226 4 2.301928415897371
0.27465010919264293 35 0.10112710929886266
0.11689953015631126 12 2.339209721225445
0.5868703842848115 2 0
0.5712909189519904 4 2.33381280931693
0.3880575930293114 12 4.069529322995249
0.6567584438849692 20 1.0081869325578667
0.5241236396499879 2 0
0.2606313345781221 36 0.162361789692313
0.4603762046782162 6 1.4913846202325507
0.23519340300723832 16 2.6500548236780244
0.4487561626159177 10 2.9037221842385854
0.5278481746981895 4 2.3104258321171898
0.5218710244631988 4 2.302621272121653
0.26031537510740443 18 0.4357967605713635
0.23192153257106568 9 0.7533452992656646
0.29265178627280874 2 0
0.21330396773641896 10 2.9215806733255474
0.49355180588423003 12 1.9994308391506026
0.2655063917884929 2 0
0.5726970388182453 6 1.465552205720507
0.31692013413768394 32 1.5632048051466148
0.5542889577113952 11 3.1855499536469654
0.3508158305231281 8 0.6335600492882804
0.6809579280802976 2 0
0.6096546622027461 6 1.4626575788189606
0.49388564589305106 6 1.4616492704958557
0.22269948791830008 12 1.6086347262925986
0.5215169068216986 10 4.2907542474369444
0.6120707590911927 8 2.884643408753671
0.21965856058179567 4 2.3148801699220423
0.41778172625462207 2 0
0.343345136484006 4 2.3693813167398425
0.6790405797039271 10 4.321009920083451
0.6605275720136192 2 0
0.518562548978595 12 1.1547615934289595
0.3991074430285073 11 2.3911186151887076
0.36757900237904906 14 2.2259610333432494
0.34132603826869734 8 1.7597618104997836
0.1745898345017926 8 2.503748327144163
0.3435910752064912 10 2.645522403356899
0.5834347792332188 8 2.930309080705022
0.22311902063879951 6 1.5143855256806469
0.5788805516984719 10 1.1279446491371132
0.315698314182617 2 0
0.38586137519697167 14 1.9282350047996202
0.34280340610182636 2 0
0.2068670430753116 22 2.5587729348142876
0.2825241820834967 2 0
0.5321995841499899 16 0.6735935086044598
0.5738791255757618 8 1.3202289590831762
0.2455777583018955 15 1.8712367006595276
0.6772477843317948 18 0.43455899518678104
0.24839694883799268 11 1.8396227556967855
0.6877757196256765 10 4.310564651811634
0.5036525510357261 2 0
0.6217625227109314 14 1.070116009920726
0.49451244964540786 6 1.5062431035503336
0.46111979164207006 35 0.14525303001115525
0.7007821860443892 4 2.314444992738817
0.5856533002404422 4 2.301817897291897
0.20314123390489128 8 2.679374070521452
0.6892911717443351 4 2.3002097916013104
0.6302790493427913 4 2.317103943194532
0.6384386354625611 2 0
0.5379654502371347 6 1.5147096823373631
0.22068395121098608 12 2.221939280864317
0.43968375004143334 18 1.4974377886885997
0.5382593287270039 8 3.009294580145366
0.2662095217882952 21 1.4959771483738036
0.31999108454638486 4 2.3198475870357944
0.4294380742690422 2 0
0.4430479470120928 14 3.4235677607918427
0.4789898479731462 2 0
0.23897060506938952 31 0.2364211576815121
0.3387798763123897 12 3.834726366305492
0.475733398238271 6 1.4658487636601036
0.34293687506334153 6 1.4678929120556394
0.6194523544836932 2 0
0.3638651364036941 17 0.5623534384642879
0.6574687273472455 12 0.9970529670772764
0.3862816056860553 4 2.3631511300175907
0.6901942318868346 8 3.0914897771946435
0.700079680248458 11 2.9421477110751355
0.6704532706159866 17 0.5042932742305982
0.5346818921623748 13 2.70568746390792
0.41862175063169005 16 3.499073201576272
0.23369458767102746 8 1.240441795135077
0.3380859167173945 10 4.266313368571919
0.5125879307572221 8 0.5980854449283955
0.34512631541881716 14 1.7085422676555977
0.7830708851716064 4 2.352431338209154
0.22291183464687783 4 2.57247264225287
0.35374424574847535 4 2.3066292739489223
0.1690982027037562 2 0
0.24423904110309072 34 0.21777064884646524
0.3682005070764018 10 2.2110194547607827
0.6425752680340967 13 1.4546418002526462
0.38750000492866665 8 0.75503161999858
0.32776944034266065 8 2.950578388603107
0.7001989617432435 4 2.3062815537721324
0.6026270138771126 6 1.4752424386016096
0.5553464374225214 11 3.225291682382419
0.3758759834572163 12 2.1373258386352214
0.5772010853642489 4 2.372910871915495
0.4300370675584534 4 2.308867009050356
0.3591186703946584 4 2.309415292277769
0.5415246847310587 9 0.7939475568056741
0.6572751596847569 12 2.123025147771974
0.385695283534062 12 1.9931652615297737
0.39110415790756053 10 1.7085480693833541
0.15638778917461718 41 0.20443074098927036
0.520210869432192 33 0.7983600023790631
0.4944115439463214 18 0.7992493576773817
0.6571296645334586 18 2.3389924102785296
0.3417042834396446 2 0
0.430458927159726 19 2.242167298051696
0.2221468871434702 56 0.119089398194451
0.6905050315589611 8 2.581528202874114
0.5213412949213643 10 4.342990644523755
0.2815785697279748 4 2.922473816903706
0.28935806338507564 38 0.6557961996804517
0.37296933183416686 14 2.0371772060335096
0.6389792276234201 15 3.777587580089247
0.4621795502113678 4 3.9775389481082346
0.36682709438938116 6 1.4634166184552106
0.4868035305068009 46 0.09211921035781563
0.4424731883498684 6 1.4701266412799365
0.6549584662635208 25 0.1888530897473596
0.26856004977242476 34 0.10946981264449238
0.3476249330387348 15 3.742494399356824
0.5413705602017735 4 2.5043039681513757
0.38997800481232586 8 2.917730382424679
0.6125379184796117 10 1.34106314578403
